Form_ID,Cognateset_ID,Cognate_ID,Comment
221,bone1,221,
222,breast2,222,
223,burn9,223,
224,burn23,224,
225,cloud21,225,
226,cloud22,226,
227,cold9,227,
228,cold27,228,
229,come2,229,
230,come1,230,
231,dig22,231,
232,die1,232,
233,dog1,233,
234,drink6,234,
235,drink7,235,
236,dry11,236,
237,ear1,237,
238,eat1,238,
239,eat4,239,
240,egg18,240,
241,egg1,241,
242,elephant7,242,
243,eye1,243,
244,fall1,244,
245,fat1,245,
246,fat1,246,
247,feather20,247,
248,feather19,248,
249,finger11,249,
250,fire11,250,
251,fish1,251,
252,fish1,252,
253,fly1,253,
254,full11,254,
255,full12,255,
256,full8,256,
257,give1,257,
258,go to2,258,
259,hair16,259,
260,head1,260,
261,head1,261,
262,hear1,262,
263,heart3,263,
264,horn2,264,
265,horn14,265,
266,house10,266,
267,kill11,267,
268,kill14,268,
269,knee14,269,
270,know1,270,
271,laugh1,271,
272,leaf27,272,
273,leg10,273,
274,leg10,274,
275,liver14,275,
276,liver14,276,
277,long1,277,
278,long2,278,
279,louse16,279,
280,louse15,280,
281,man1,281,
282,man21,282,
283,many12,283,
284,many9,284,
285,meat2,285,
286,meat1,286,
287,milk8,287,
288,moon7,288,
289,moon1,289,
290,mountain13,290,
291,mouth10,291,
292,name8,292,
293,nail13,293,
294,neck16,294,
295,neck2,295,
296,new5,296,
297,new11,297,
298,night5,298,
299,night7,299,
300,nose14,300,
301,one1,301,
302,one5,302,
303,path1,303,
304,path6,304,
305,person1,305,
306,rain1,306,
308,river22,308,
309,root23,309,
310,sand3,310,
311,see7,311,
312,seed13,312,
313,short1,313,
315,sit15,315,
316,skin27,316,
317,sleep (v)19,317,
318,small3,318,
319,smoke6,319,
320,snake1,320,
321,speak33,321,
322,stand1,322,
323,steal1,323,
324,stone7,324,
325,sun11,325,
326,sun11,326,
327,tail1,327,
329,tongue1,329,
330,tongue1,330,
331,tooth1,331,
332,tree4,332,
333,tree15,333,
334,two3,334,
335,walk10,335,
336,walk9,336,
337,water5,337,
338,water1,338,
339,what2,339,
340,white3,340,
341,who3,341,
342,wind13,342,
343,woman2,343,
344,all11,344,
345,arm1,345,
346,ashes16,346,
347,bark22,347,
348,belly18,348,
349,big1,349,
350,bird7,350,
351,bite1,351,
352,black22,352,
353,black23,353,
354,blood11,354,
355,bone11,355,
356,breast2,356,
357,burn22,357,
358,burn9,358,
359,cloud24,359,
360,cloud25,360,
361,cold9,361,
362,come1,362,
363,dig3,363,
364,die1,364,
365,dog1,365,
366,dog7,366,
367,drink1,367,
368,dry1,368,
369,ear1,369,
370,eat1,370,
371,egg16,371,
372,elephant1,372,
373,eye1,373,
374,fall1,374,
375,fat1,375,
376,feather19,376,
377,finger12,377,
378,fire10,378,
379,fish1,379,
380,fly13,380,
381,full10,381,
382,full1,382,
383,give9,383,
384,go to1,384,
385,hair16,385,
386,hair12,386,
387,head1,387,
388,hear1,388,
389,heart3,389,
390,horn15,390,
391,horn14,391,
392,house11,392,
393,house2,393,
394,kill12,394,
395,knee13,395,
396,know1,396,
397,laugh1,397,
398,leaf27,398,
399,leg10,399,
400,liver14,400,
401,long2,401,
402,louse15,402,
403,man1,403,
404,man22,404,
405,many9,405,
406,meat2,406,
407,milk8,407,
408,moon8,408,
409,mountain14,409,
410,mountain,410,
411,mountain,411,
412,mouth2,412,
413,name1,413,
414,nail1,414,
415,neck2,415,
416,neck17,416,
417,new6,417,
418,new10,418,
419,night7,419,
420,nose14,420,
421,one1,421,
422,path5,422,
423,person1,423,
424,rain1,424,
425,rain (v)4,425,
426,river21,426,
427,root23,427,
428,sand4,428,
429,see1,429,
430,seed14,430,
431,short1,431,
432,"sick, be6",432,
433,sit16,433,
434,skin3,434,
435,sleep (v)18,435,
436,small3,436,
437,smoke5,437,
438,snake1,438,
439,speak34,439,
440,speak35,440,
441,stand1,441,
442,steal12,442,
443,stone14,443,
444,sun9,444,
445,tail1,445,
447,tongue1,447,
448,tooth1,448,
449,tree4,449,
450,two3,450,
451,walk1,451,
452,walk12,452,
453,water1,453,
454,what1,454,
455,white18,455,
456,who1,456,
457,wind5,457,
458,wind11,458,
459,woman2,459,
460,all10,460,
461,arm1,461,
462,ashes17,462,
463,bark2,463,
464,belly1,464,
465,big1,465,
466,bird1,466,
467,bite8,467,
468,black20,468,
469,blood14,469,
470,bone10,470,
471,breast2,471,
472,burn1,472,
473,cloud26,473,
474,cold28,474,
475,come1,475,
476,dig23,476,
477,die1,477,
478,dog1,478,
479,drink1,479,
480,dry1,480,
481,ear1,481,
482,eat1,482,
483,egg1,483,
484,egg,484,
485,elephant1,485,
486,eye1,486,
487,fall1,487,
488,fat1,488,
489,feather21,489,
490,finger2,490,
491,fire8,491,
492,fish5,492,
493,fly1,493,
494,full2,494,
495,full2,495,
496,give8,496,
497,go to1,497,
498,hair14,498,
499,head1,499,
500,hear1,500,
501,heart3,501,
502,horn14,502,
503,house7,503,
504,kill13,504,
505,knee16,505,
506,know1,506,
507,laugh4,507,
508,leaf28,508,
509,leg10,509,
510,liver17,510,
511,long1,511,
512,louse1,512,
513,man20,513,
514,many10,514,
515,meat5,515,
516,milk19,516,
517,moon8,517,
518,mountain14,518,
519,mouth2,519,
520,name1,520,
521,nail12,521,
522,neck18,522,
523,new7,523,
524,night5,524,
525,nose1,525,
526,one1,526,
527,path1,527,
528,person1,528,
529,rain1,529,
530,rain (v)4,530,
531,river21,531,
532,root24,532,
533,sand4,533,
534,see1,534,
535,seed15,535,
536,short1,536,
537,"sick, be6",537,
538,sit1,538,
539,skin6,539,
540,sleep (v)17,540,
541,small3,541,
542,smoke1,542,
543,snake1,543,
544,speak35,544,
545,stand3,545,
546,steal1,546,
547,stone2,547,
548,sun10,548,
549,tail1,549,
551,tongue1,551,
552,tooth1,552,
553,tree4,553,
554,two3,554,
555,walk1,555,
556,water1,556,
558,white18,558,
559,who1,559,
560,wind12,560,
561,woman2,561,
562,all1,562,
563,arm1,563,
564,ashes18,564,
565,bark24,565,
566,belly19,566,
567,big1,567,
568,bird1,568,
569,bite9,569,
570,black21,570,
571,blood15,571,
572,bone10,572,
573,breast2,573,
574,burn21,574,
575,cloud27,575,
576,cold28,576,
577,come1,577,
578,dig24,578,
579,die1,579,
580,dog5,580,
581,drink1,581,
582,dry10,582,
583,ear1,583,
584,eat1,584,
585,egg17,585,
586,elephant1,586,
587,eye1,587,
588,fall7,588,
589,fat9,589,
590,feather19,590,
591,finger13,591,
592,fire12,592,
593,fish1,593,
595,full9,595,
596,give7,596,
597,go to2,597,
598,hair15,598,
599,head1,599,
600,hear1,600,
601,heart3,601,
602,horn15,602,
603,house7,603,
604,kill14,604,
605,knee13,605,
606,know1,606,
607,laugh4,607,
608,leaf28,608,
609,leg10,609,
610,liver14,610,
611,long1,611,
612,louse1,612,
613,man20,613,
614,many11,614,
615,meat1,615,
616,milk8,616,
617,moon7,617,
618,mountain15,618,
619,mouth2,619,
620,name9,620,
621,nail1,621,
622,neck1,622,
623,new8,623,
624,night1,624,
625,nose1,625,
626,one1,626,
627,path1,627,
628,person1,628,
629,rain1,629,
630,rain (v)4,630,
631,river21,631,
632,root22,632,
633,sand1,633,
634,sand4,634,
635,see1,635,
636,seed16,636,
637,short1,637,
638,"sick, be6",638,
639,sit17,639,
640,skin6,640,
641,sleep (v)1,641,
642,small3,642,
643,smoke1,643,
644,snake6,644,
645,speak1,645,
646,stand3,646,
647,steal1,647,
648,stone2,648,
649,sun9,649,
650,tail1,650,
651,thirst15,651,
652,tongue1,652,
653,tooth1,653,
654,tree4,654,
655,two5,655,
656,walk1,656,
657,water6,657,
658,what1,658,
659,white19,659,
660,who1,660,
661,wind14,661,
662,woman2,662,
663,all10,663,
664,arm1,664,
665,ashes19,665,
666,bark22,666,
667,belly18,667,
668,belly20,668,
669,belly21,669,
670,belly22,670,
671,big15,671,
672,bird7,672,
673,bird8,673,
674,bite10,674,
675,black20,675,
676,blood11,676,
677,bone1,677,
678,breast6,678,
679,breast2,679,
680,breast7,680,
681,burn1,681,
682,cloud28,682,
683,cloud29,683,
684,cold9,684,
685,cold,685,
686,come2,686,
687,come2,687,
688,dig25,688,
689,die1,689,
690,dog1,690,
691,drink1,691,
692,drink1,692,
693,dry1,693,
694,dry1,694,
695,ear1,695,
696,ear1,696,
697,ear1,697,
698,eat1,698,
699,egg1,699,
700,egg16,700,
701,elephant1,701,
702,eye1,702,
703,fall1,703,
704,fat9,704,
705,feather19,705,
706,finger14,706,
707,fire10,707,
708,fish1,708,
709,fly13,709,
710,full1,710,
711,give1,711,
712,go to2,712,
713,hair16,713,
714,hair16,714,
715,head1,715,
716,hear1,716,
717,heart3,717,
718,heart9,718,
719,horn14,719,
720,house7,720,
721,kill15,721,
722,kill12,722,
723,knee17,723,
724,knee13,724,
725,know1,725,
726,know,726,
727,laugh5,727,
728,leaf28,728,
729,leg10,729,
730,liver16,730,
731,liver15,731,
732,long2,732,
733,louse1,733,
734,louse14,734,
735,man20,735,
737,meat6,737,
738,meat7,738,
739,milk20,739,
740,moon8,740,
741,mountain13,741,
742,mountain12,742,
743,mouth2,743,
744,name1,744,
745,nail1,745,
746,neck1,746,
747,neck19,747,
748,neck20,748,
749,new1,749,
750,new9,750,
751,new9,751,
752,night1,752,
753,night1,753,
754,nose15,754,
755,one6,755,
756,one1,756,
757,path5,757,
758,person1,758,
759,rain4,759,
760,rain4,760,
761,rain (v)4,761,
762,river21,762,
763,root25,763,
764,root26,764,
765,sand4,765,
766,sand16,766,
767,see1,767,
768,seed1,768,
769,seed13,769,
770,short1,770,
771,"sick, be15",771,
772,sit4,772,
773,sit18,773,
774,skin27,774,
775,skin28,775,
776,sleep (v)16,776,
777,small3,777,
778,small28,778,
779,small29,779,
780,smoke5,780,
781,snake6,781,
783,stand13,783,
784,steal1,784,
785,stone7,785,
786,sun9,786,
787,sun15,787,
788,tail1,788,
789,thirst15,789,
790,tongue1,790,
791,tongue2,791,
792,tongue4,792,
793,tooth1,793,
794,tree4,794,
795,two3,795,
796,walk1,796,
797,walk10,797,
798,water1,798,
799,what1,799,
800,white20,800,
801,white20,801,
802,white20,802,
803,who1,803,
804,wind10,804,
805,woman2,805,
806,woman,806,
807,all1,807,
808,arm1,808,
809,ashes1,809,
810,bark8,810,
811,belly4,811,
812,big1,812,
813,bird1,813,
814,bite2,814,
815,black3,815,
816,blood11,816,
817,bone1,817,
818,breast2,818,
819,burn1,819,
821,cold1,821,
822,come3,822,
823,dig5,823,
824,die1,824,
825,dog1,825,
826,drink1,826,
827,dry1,827,
828,ear1,828,
829,eat1,829,
830,egg14,830,
831,elephant1,831,
832,eye1,832,
833,fall1,833,
834,fat8,834,
836,finger1,836,
837,fire10,837,
838,fish12,838,
839,fly11,839,
840,full2,840,
841,give4,841,
842,go to2,842,
843,hair3,843,
844,head1,844,
845,hear10,845,
846,heart3,846,
847,heart3,847,
848,horn2,848,
849,house2,849,
850,kill9,850,
851,knee1,851,
852,know4,852,
853,laugh1,853,
854,leaf4,854,
855,leg10,855,
856,liver11,856,
857,long1,857,
858,louse8,858,
859,man1,859,
860,many1,860,
861,meat1,861,
862,milk8,862,
863,moon1,863,
864,mountain9,864,
865,mouth2,865,
866,name1,866,
867,nail1,867,
868,neck5,868,
869,new4,869,
870,night4,870,
871,nose10,871,
872,one1,872,
873,path1,873,
874,person1,874,
875,rain1,875,
876,rain (v)4,876,
877,river17,877,
878,root4,878,
879,sand4,879,
880,see1,880,
881,seed11,881,
882,short1,882,
883,"sick, be1",883,
884,sit1,884,
885,skin3,885,
886,sleep (v)6,886,
887,sleep (v)13,887,
888,sleep (v)23,888,
889,sleep (v)24,889,
890,small3,890,
891,small,891,
892,smoke1,892,
893,snake1,893,
894,speak27,894,
895,stand1,895,
896,steal1,896,
897,stone13,897,
898,sun8,898,
899,tail1,899,
900,thirst12,900,
901,tongue1,901,
902,tooth1,902,
903,tree4,903,
904,two1,904,
905,walk1,905,
906,water1,906,
907,what1,907,
908,what1,908,
909,what1,909,
910,what1,910,
911,white1,911,
912,who1,912,
913,who1,913,
914,wind1,914,
915,woman1,915,
916,woman2,916,
917,all1,917,
918,arm1,918,
919,ashes9,919,
920,bark8,920,
921,bark16,921,
922,belly4,922,
923,big1,923,
924,bird1,924,
925,bite2,925,
926,black2,926,
927,blood7,927,
928,blood12,928,
929,bone8,929,
930,breast5,930,
931,burn2,931,
932,burn1,932,
933,cloud2,933,
934,cold2,934,
935,cold3,935,
936,come4,936,
937,dig13,937,
938,die1,938,
939,dog4,939,
940,drink1,940,
941,drink5,941,
942,dry1,942,
943,ear1,943,
944,eat1,944,
945,egg12,945,
946,egg15,946,
947,elephant1,947,
948,eye1,948,
949,fall1,949,
950,fat1,950,
951,feather1,951,
952,finger2,952,
953,fire7,953,
954,fish11,954,
955,fly1,955,
956,full1,956,
957,give1,957,
958,go to3,958,
959,hair3,959,
960,head1,960,
961,head2,961,
962,hear1,962,
963,heart8,963,
964,horn2,964,
965,house2,965,
966,house4,966,
967,kill2,967,
968,knee1,968,
969,know4,969,
970,laugh1,970,
971,leaf23,971,
972,leg10,972,
973,liver6,973,
974,liver10,974,
975,long1,975,
976,long1,976,
977,louse2,977,
978,man1,978,
979,many1,979,
980,meat1,980,
981,milk14,981,
982,moon1,982,
983,mountain10,983,
984,mountain11,984,
985,mouth2,985,
986,name2,986,
987,nail1,987,
988,neck1,988,
989,new3,989,
990,night1,990,
991,nose1,991,
992,one1,992,
993,path1,993,
994,person1,994,
995,rain1,995,
996,rain (v)7,996,
997,rain (v)8,997,
998,rain (v)9,998,
999,river1,999,
1000,root4,1000,
1001,sand4,1001,
1002,sand,1002,
1003,see1,1003,
1004,seed2,1004,
1005,short1,1005,
1006,"sick, be2",1006,
1007,sit1,1007,
1008,skin20,1008,
1009,skin21,1009,
1010,sleep (v)10,1010,
1011,small4,1011,
1012,smoke4,1012,
1013,snake2,1013,
1014,snake3,1014,
1015,speak26,1015,
1016,stand10,1016,
1017,stand11,1017,
1018,steal1,1018,
1019,stone10,1019,
1020,sun1,1020,
1021,tail9,1021,
1022,tail10,1022,
1023,thirst1,1023,
1024,tongue1,1024,
1025,tooth2,1025,
1026,tree4,1026,
1027,two1,1027,
1028,walk2,1028,
1029,water1,1029,
1030,what2,1030,
1031,white2,1031,
1032,who1,1032,
1033,wind2,1033,
1034,woman2,1034,
1035,all1,1035,
1036,arm4,1036,
1037,ashes9,1037,
1038,bark2,1038,
1039,belly4,1039,
1040,big12,1040,
1041,bird1,1041,
1042,bite2,1042,
1043,black22,1043,
1044,blood4,1044,
1045,bone1,1045,
1046,breast2,1046,
1047,burn3,1047,
1048,cloud19,1048,
1049,cold4,1049,
1050,come1,1050,
1051,dig2,1051,
1052,die1,1052,
1053,dog1,1053,
1054,drink1,1054,
1055,dry1,1055,
1056,ear1,1056,
1057,eat1,1057,
1058,egg1,1058,
1059,elephant6,1059,
1060,elephant1,1060,
1061,eye1,1061,
1062,fall1,1062,
1063,fat1,1063,
1064,feather1,1064,
1065,finger2,1065,
1066,fire2,1066,
1067,fish3,1067,
1068,fish11,1068,
1069,fly1,1069,
1070,fly10,1070,
1071,full2,1071,
1072,give1,1072,
1073,give3,1073,
1074,go to1,1074,
1075,hair3,1075,
1076,hair3,1076,
1077,head1,1077,
1078,hear1,1078,
1079,heart1,1079,
1080,horn9,1080,
1081,house2,1081,
1082,kill2,1082,
1083,knee1,1083,
1084,knee9,1084,
1085,know4,1085,
1086,laugh1,1086,
1087,leaf24,1087,
1088,leg10,1088,
1089,liver8,1089,
1090,long1,1090,
1091,louse2,1091,
1092,man7,1092,
1093,man14,1093,
1094,many1,1094,
1095,meat1,1095,
1096,milk8,1096,
1097,moon1,1097,
1098,mountain12,1098,
1099,mouth1,1099,
1100,name1,1100,
1101,nail1,1101,
1102,neck5,1102,
1103,neck1,1103,
1104,new1,1104,
1105,night1,1105,
1106,nose11,1106,
1107,one1,1107,
1108,path1,1108,
1109,person1,1109,
1110,rain1,1110,
1112,river18,1112,
1113,root4,1113,
1114,sand4,1114,
1115,sand13,1115,
1116,see1,1116,
1117,seed2,1117,
1118,short1,1118,
1119,"sick, be3",1119,
1120,"sick, be2",1120,
1121,sit1,1121,
1122,skin5,1122,
1123,skin22,1123,
1124,sleep (v)1,1124,
1125,small5,1125,
1126,smoke1,1126,
1127,snake1,1127,
1128,speak6,1128,
1129,stand1,1129,
1130,steal1,1130,
1131,stone1,1131,
1132,sun1,1132,
1133,tail1,1133,
1134,thirst1,1134,
1135,tongue1,1135,
1136,tooth1,1136,
1137,tree4,1137,
1138,two1,1138,
1139,walk3,1139,
1140,walk4,1140,
1141,water1,1141,
1142,what1,1142,
1143,white3,1143,
1144,who1,1144,
1145,wind3,1145,
1146,woman3,1146,
1147,woman4,1147,
1148,all1,1148,
1149,arm4,1149,
1150,ashes9,1150,
1151,bark20,1151,
1152,belly8,1152,
1153,big14,1153,
1154,bird3,1154,
1155,bite5,1155,
1156,bite1,1156,
1157,black16,1157,
1158,black17,1158,
1159,blood6,1159,
1160,bone1,1160,
1161,breast3,1161,
1162,burn4,1162,
1163,burn5,1163,
1164,cloud4,1164,
1165,cold5,1165,
1166,come1,1166,
1167,dig2,1167,
1168,die1,1168,
1169,dog1,1169,
1170,drink1,1170,
1171,dry8,1171,
1172,ear5,1172,
1173,eat1,1173,
1174,egg6,1174,
1175,elephant2,1175,
1176,elephant1,1176,
1177,eye1,1177,
1178,fall4,1178,
1179,fat1,1179,
1180,feather1,1180,
1181,finger10,1181,
1182,fire2,1182,
1183,fish11,1183,
1184,fly1,1184,
1185,full2,1185,
1186,give1,1186,
1187,go to2,1187,
1188,hair3,1188,
1189,head3,1189,
1190,hear11,1190,
1191,heart1,1191,
1192,horn9,1192,
1193,house2,1193,
1194,kill2,1194,
1195,knee12,1195,
1196,know1,1196,
1197,laugh1,1197,
1198,leaf12,1198,
1199,leg10,1199,
1200,liver6,1200,
1201,long1,1201,
1202,louse5,1202,
1203,man1,1203,
1204,many1,1204,
1205,meat1,1205,
1206,milk18,1206,
1207,moon1,1207,
1208,mountain11,1208,
1209,mouth2,1209,
1210,mouth1,1210,
1211,name1,1211,
1212,nail7,1212,
1213,neck1,1213,
1214,new1,1214,
1215,night1,1215,
1216,nose4,1216,
1217,one1,1217,
1218,path1,1218,
1219,person1,1219,
1220,rain1,1220,
1221,rain (v)2,1221,
1222,river8,1222,
1223,root4,1223,
1224,sand4,1224,
1225,see1,1225,
1226,seed2,1226,
1227,short1,1227,
1228,"sick, be4",1228,
1229,sit1,1229,
1230,skin26,1230,
1231,sleep (v)1,1231,
1232,small5,1232,
1233,smoke1,1233,
1234,snake1,1234,
1235,speak28,1235,
1236,stand1,1236,
1237,steal1,1237,
1238,stone1,1238,
1239,sun1,1239,
1240,tail1,1240,
1241,thirst4,1241,
1242,tongue1,1242,
1243,tooth1,1243,
1244,tree4,1244,
1245,two1,1245,
1246,walk2,1246,
1247,water1,1247,
1248,what2,1248,
1249,white3,1249,
1250,who1,1250,
1251,wind5,1251,
1252,woman2,1252,
1253,all7,1253,
1254,arm4,1254,
1255,ashes9,1255,
1256,ashes11,1256,
1257,bark5,1257,
1258,belly16,1258,
1259,big1,1259,
1260,big3,1260,
1261,bird1,1261,
1262,bite2,1262,
1263,black18,1263,
1264,black18,1264,
1265,blood8,1265,
1266,bone9,1266,
1267,breast2,1267,
1268,burn3,1268,
1269,burn6,1269,
1270,burn7,1270,
1271,cloud18,1271,
1272,cold6,1272,
1273,cold3,1273,
1274,cold7,1274,
1275,come1,1275,
1276,dig15,1276,
1277,dig3,1277,
1278,die1,1278,
1279,dog1,1279,
1280,drink1,1280,
1281,dry8,1281,
1282,ear1,1282,
1283,eat1,1283,
1284,egg1,1284,
1285,elephant1,1285,
1286,elephant6,1286,
1287,eye1,1287,
1288,eye3,1288,
1289,fall1,1289,
1290,fat1,1290,
1291,feather1,1291,
1292,feather16,1292,
1293,finger8,1293,
1294,fire1,1294,
1295,fish13,1295,
1296,fly12,1296,
1297,full1,1297,
1298,give1,1298,
1299,give2,1299,
1300,go to2,1300,
1301,hair2,1301,
1302,head1,1302,
1303,hear3,1303,
1304,heart3,1304,
1305,horn9,1305,
1306,house2,1306,
1307,kill9,1307,
1308,knee1,1308,
1309,know4,1309,
1310,laugh1,1310,
1311,leaf16,1311,
1312,leaf25,1312,
1313,leg10,1313,
1314,liver12,1314,
1315,long5,1315,
1316,louse9,1316,
1317,man15,1317,
1318,many1,1318,
1319,meat1,1319,
1320,milk5,1320,
1321,moon1,1321,
1322,mountain8,1322,
1323,mouth2,1323,
1324,name1,1324,
1325,nail1,1325,
1326,neck13,1326,
1327,neck1,1327,
1328,neck14,1328,
1329,neck9,1329,
1330,neck5,1330,
1331,new1,1331,
1332,night2,1332,
1333,nose11,1333,
1334,one1,1334,
1335,path4,1335,
1336,person1,1336,
1337,rain7,1337,
1338,rain (v)10,1338,
1339,river19,1339,
1340,root20,1340,
1341,root21,1341,
1342,root4,1342,
1343,sand14,1343,
1344,see6,1344,
1345,seed9,1345,
1346,seed10,1346,
1347,short1,1347,
1348,"sick, be2",1348,
1349,sit7,1349,
1350,sit13,1350,
1351,skin23,1351,
1352,skin24,1352,
1353,skin25,1353,
1354,sleep (v)14,1354,
1355,small1,1355,
1356,small2,1356,
1357,smoke5,1357,
1358,snake4,1358,
1359,snake5,1359,
1360,speak28,1360,
1361,speak1,1361,
1362,stand1,1362,
1363,steal1,1363,
1364,stone12,1364,
1365,sun1,1365,
1366,tail1,1366,
1367,thirst1,1367,
1368,tongue1,1368,
1369,tooth1,1369,
1370,tooth2,1370,
1371,tree4,1371,
1372,two1,1372,
1373,walk9,1373,
1374,water1,1374,
1375,what1,1375,
1376,white2,1376,
1377,who1,1377,
1378,wind5,1378,
1379,woman2,1379,
1380,all1,1380,
1381,arm1,1381,
1382,ashes15,1382,
1384,belly4,1384,
1385,big1,1385,
1386,bird1,1386,
1387,bird3,1387,
1388,bird9,1388,
1390,black9,1390,
1391,blood13,1391,
1392,bone1,1392,
1393,breast2,1393,
1394,burn1,1394,
1395,burn8,1395,
1396,cloud2,1396,
1397,cloud,1397,
1398,cold8,1398,
1399,cold9,1399,
1400,cold10,1400,
1401,come1,1401,
1402,dig1,1402,
1403,dig2,1403,
1404,dig11,1404,
1405,die1,1405,
1406,dog1,1406,
1407,drink1,1407,
1408,dry9,1408,
1409,dry1,1409,
1410,ear1,1410,
1411,eat1,1411,
1412,egg1,1412,
1413,elephant1,1413,
1414,eye1,1414,
1415,fall1,1415,
1416,fall5,1416,
1417,fat1,1417,
1418,feather1,1418,
1419,finger9,1419,
1420,fire1,1420,
1421,fish1,1421,
1422,fish1,1422,
1423,fish11,1423,
1424,fly1,1424,
1425,full1,1425,
1426,give1,1426,
1427,go to2,1427,
1428,hair11,1428,
1429,hair3,1429,
1430,head1,1430,
1431,hear1,1431,
1432,heart3,1432,
1433,horn9,1433,
1434,horn2,1434,
1435,house7,1435,
1436,house6,1436,
1437,kill9,1437,
1438,knee1,1438,
1439,know4,1439,
1440,know1,1440,
1441,laugh1,1441,
1442,leaf17,1442,
1443,leaf26,1443,
1444,leg10,1444,
1445,liver13,1445,
1446,long1,1446,
1447,louse2,1447,
1448,man16,1448,
1449,many1,1449,
1450,meat1,1450,
1451,milk5,1451,
1452,moon1,1452,
1453,mountain8,1453,
1454,mouth2,1454,
1455,name1,1455,
1456,nail1,1456,
1457,neck15,1457,
1458,neck5,1458,
1459,new1,1459,
1460,night2,1460,
1461,nose1,1461,
1462,one1,1462,
1463,path1,1463,
1464,person1,1464,
1465,rain1,1465,
1466,rain (v)6,1466,
1467,river1,1467,
1468,river5,1468,
1469,root4,1469,
1470,sand4,1470,
1471,see1,1471,
1472,seed1,1472,
1473,seed2,1473,
1474,short1,1474,
